============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
        ACC                                       accumulator_raw_31                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[46].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_334                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_334                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_333                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_333                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[44].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_332                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_332                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[43].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_331                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_331                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[20].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_20                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_20                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[19].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_19                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_19                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[21].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_21                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_21                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[47].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_335                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_335                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[41].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_233                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_233                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_400                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_400                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_399                                         139    260.190     95.104      355.294 
