============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:02:13 am
  Module:                 axis_accelerator_asic
  Technology libraries:   scadv10_cln65gp_hvt_tt_1p0v_25c 1.0
                          physical_cells 
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                     Instance                                           Module                        Cell Count   Cell Area   Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------------------------------------
        MUL                                       multiplier_raw_429                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_429                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_429               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_525                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_525                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_525               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.950     1450.950 
        MUL                                       multiplier_raw_621                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_621                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_621               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.430     1450.430 
        MUL                                       multiplier_raw_60                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_60                                          74     455.600     79.959      535.559 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_60                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.430     1450.430 
        MUL                                       multiplier_raw_540                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_540                                         74     455.600     79.959      535.559 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_540               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.430     1450.430 
        MUL                                       multiplier_raw_636                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_636                                         74     455.600     79.959      535.559 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_636               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[91].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.430     1450.430 
        MUL                                       multiplier_raw_667                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_667                                         74     455.600     79.959      535.559 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_667               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    350.430     1450.430 
        MUL                                       multiplier_raw_252                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_252                                         74     455.600     79.959      535.559 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_252               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[86].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    349.910     1449.910 
        MUL                                       multiplier_raw_470                                         138     550.800    220.996      771.796 
        ACC                                       accumulator_raw_470                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_470               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[89].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    349.910     1449.910 
        MUL                                       multiplier_raw_281                                         138     550.800    220.996      771.796 
        ACC                                       accumulator_raw_281                                         74     455.600     80.479      536.079 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_281               25     199.200      0.000      199.200 
