============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:03:24 am
  Module:                 axis_accelerator_asic
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage      Dynamic        Total     
             Instance               Cells  Power(nW)    Power(nW)     Power(nW)   
      Mb[35].BYPASS_SUM                 2      31.597     11084.760     11116.357 
      Mb[34].BYPASS_SUM                 2      31.597     11085.862     11117.459 
      Mb[27].BYPASS_SUM                 2      31.597     11085.866     11117.463 
      Mb[26].BYPASS_SUM                 2      31.597     11091.419     11123.016 
      Mb[25].BYPASS_SUM                 2      31.597     11085.809     11117.406 
      Mb[24].BYPASS_SUM                 2      31.597     11091.250     11122.847 
      Mb[19].BYPASS_SUM                 2      31.597     11098.961     11130.558 
      Mb[18].BYPASS_SUM                 2      31.597     11085.610     11117.208 
      Mb[9].BYPASS_SUM                  2      31.597     11084.760     11116.357 
      Mb[8].BYPASS_SUM                  2      31.597     11085.935     11117.532 
      Mb[7].BYPASS_SUM                  2      31.597     11098.862     11130.459 
      Mb[6].BYPASS_SUM                  2      31.597     11091.851     11123.448 
      Mb[5].BYPASS_SUM                  2      31.597     11084.761     11116.358 
      Mb[4].BYPASS_SUM                  2      31.597     11091.698     11123.295 
      Mb[89].BYPASS_SUM                 2      31.597     11084.760     11116.357 
      Mb[79].BYPASS_SUM                 2      31.597     11199.875     11231.472 
      Mb[69].BYPASS_SUM                 2      31.597     11086.279     11117.877 
      Mb[78].BYPASS_SUM                 2      31.597     11091.423     11123.021 
      Mb[77].BYPASS_SUM                 2      31.597     11091.516     11123.114 
      Mb[76].BYPASS_SUM                 2      31.597     11086.155     11117.752 
      Mb[75].BYPASS_SUM                 2      31.597     11091.445     11123.042 
      Mb[74].BYPASS_SUM                 2      31.597     11198.462     11230.059 
      Mb[64].BYPASS_SUM                 2      31.597     11091.317     11122.914 
      Mb[65].BYPASS_SUM                 2      31.597     11091.247     11122.844 
      Mb[66].BYPASS_SUM                 2      31.597     11098.961     11130.558 
      Mb[67].BYPASS_SUM                 2      31.597     11091.326     11122.923 
      Mb[68].BYPASS_SUM                 2      31.597     11091.314     11122.912 
      Mb[44].BYPASS_SUM                 2      31.592     11162.903     11194.495 
      Mb[43].BYPASS_SUM                 2      31.592     11148.826     11180.417 
      Mb[42].BYPASS_SUM                 2      31.592     11148.729     11180.321 
      Mb[41].BYPASS_SUM                 2      31.592     11151.462     11183.053 
      Mb[40].BYPASS_SUM                 2      31.592     11155.283     11186.875 
      Mb[33].BYPASS_SUM                 2      31.592     11148.729     11180.321 
      Mb[32].BYPASS_SUM                 2      31.592     11155.706     11187.298 
      Mb[31].BYPASS_SUM                 2      31.592     11155.506     11187.098 
      Mb[12].BYPASS_SUM                 2      31.592     11151.495     11183.087 
      Mb[13].BYPASS_SUM                 2      31.592     11264.366     11295.958 
      Mb[29].BYPASS_SUM                 2      31.592     11155.065     11186.657 
      Mb[28].BYPASS_SUM                 2      31.592     11162.899     11194.490 
      Mb[23].BYPASS_SUM                 2      31.592     11151.527     11183.119 
      Mb[22].BYPASS_SUM                 2      31.592     11155.465     11187.057 
      Mb[21].BYPASS_SUM                 2      31.592     11162.991     11194.583 
      Mb[20].BYPASS_SUM                 2      31.592     11148.729     11180.320 
      Mb[11].BYPASS_SUM                 2      31.592     11152.978     11184.569 
      Mb[10].BYPASS_SUM                 2      31.592     11153.077     11184.668 
      Mb[3].BYPASS_SUM                  2      31.592     11155.794     11187.385 
      Mb[1].BYPASS_SUM                  2      31.592     11149.851     11181.443 
      Mb[0].BYPASS_SUM                  2      31.592     11209.021     11240.613 
      Mb[16].BYPASS_SUM                 2      31.592     11149.602     11181.194 
      Mb[15].BYPASS_SUM                 2      31.592     11155.382     11186.974 
      Mb[14].BYPASS_SUM                 2      31.592     11148.802     11180.394 
      Mb[30].BYPASS_SUM                 2      31.592     11149.641     11181.233 
      Mb[87].BYPASS_SUM                 2      31.592     11149.568     11181.160 
      Mb[83].BYPASS_SUM                 2      31.592     11149.735     11181.326 
      Mb[90].BYPASS_SUM                 2      31.592     11150.350     11181.942 
      Mb[81].BYPASS_SUM                 2      31.592     11190.830     11222.422 
      Mb[71].BYPASS_SUM                 2      31.592     11150.169     11181.760 
      Mb[70].BYPASS_SUM                 2      31.592     11153.051     11184.642 
      Mb[73].BYPASS_SUM                 2      31.592     11264.391     11295.982 
      Mb[60].BYPASS_SUM                 2      31.592     11271.029     11302.621 
      Mb[61].BYPASS_SUM                 2      31.592     11155.525     11187.116 
      Mb[62].BYPASS_SUM                 2      31.592     11155.491     11187.083 
      Mb[63].BYPASS_SUM                 2      31.592     11155.460     11187.052 
      Mb[17].BYPASS_SUM                 2      23.715      9759.198      9782.913 
      Mb[2].BYPASS_SUM                  2      23.715      9764.256      9787.971 
      Mb[80].BYPASS_SUM                 2      23.715      9760.663      9784.378 
      Mb[72].BYPASS_SUM                 2      23.715      9761.916      9785.630 
    SLICE                           16150  240455.889  44147663.121  44388119.010 
      RC_CG_HIER_INST0                  1      12.254   1515269.156   1515281.410 
    VALID_PREV                          1      28.372      3906.219      3934.591 
  CONV_DW                           50586  928291.908  63693148.260  64621440.168 
    C[0].G[0].CONV_DW               50586  928291.908  63693148.260  64621440.168 
      REG_A_DATA                    16132  368439.645  21443633.428  21812073.074 
        RC_CG_HIER_INST2                1      11.326     43757.851     43769.177 
      REG_B_DATA                     5380  129549.583  21688851.367  21818400.951 
        RC_CG_HIER_INST4                1      12.364    799743.783    799756.147 
      SLICE                           367    6399.158   1506780.116   1513179.274 
        RC_CG_HIER_INST7                1      12.661      1556.315      1568.976 
        RC_CG_HIER_INST5                1      12.596     29107.455     29120.051 
        RC_CG_HIER_INST6                1      11.422      3848.858      3860.280 
      REG_A_USER_LAST                  15     260.609      5086.707      5347.316 
        RC_CG_HIER_INST3                1      11.320      1715.593      1726.913 
      COUNT_A                          11     170.663      3982.943      4153.607 
        RC_CG_HIER_INST0                1      11.326      1776.083      1787.409 
      COUNT_B                           9     139.559     26402.325     26541.884 
        RC_CG_HIER_INST1                1      12.364      2485.971      2498.334 
      REG_B_VALID                       2      32.990      7344.344      7377.334 
      REG_A_VALID                       2      32.814      8061.525      8094.339 
